StationId,City,Date,Status,PM2.5,PM10,NOx,CO,SO2,O3
DL018,Delhi,2019-05-02,Active,64.38,268.56,43.46,1.08,21.06,56.66
DL018,Delhi,2019-05-03,Active,44.17,166.89,41.0,0.9,19.61,62.79
DL018,Delhi,2019-05-04,Active,76.22,189.33,63.95,1.16,18.96,44.43
DL018,Delhi,2019-05-05,Active,48.79,173.85,98.54,1.34,13.12,85.29
DL018,Delhi,2019-05-06,Active,82.42,239.48,135.78,1.95,20.3,50.6
DL018,Delhi,2019-05-07,Active,128.41,326.48,196.19,2.34,18.65,29.51
DL018,Delhi,2019-05-08,Active,117.16,340.66,156.25,2.24,17.95,36.71
DL018,Delhi,2019-05-09,Active,127.43,364.11,92.81,1.52,18.74,43.04
DL018,Delhi,2019-05-10,Active,91.95,271.03,33.43,0.87,15.21,47.9
DL018,Delhi,2019-05-11,Active,96.26,277.08,40.31,1.02,21.17,62.86
DL018,Delhi,2019-05-12,Active,201.62,427.0,52.7,1.21,16.72,60.93
DL018,Delhi,2019-05-13,Active,165.56,338.89,75.7,1.79,31.74,72.41
DL018,Delhi,2019-05-14,Active,47.43,108.93,42.84,1.01,13.9,67.69
DL018,Delhi,2019-05-15,Active,82.56,202.96,135.74,2.05,18.07,31.14
DL018,Delhi,2019-05-16,Active,80.34,241.65,72.77,1.42,14.24,48.02
DL018,Delhi,2019-05-17,Active,100.42,360.03,86.13,1.48,12.96,46.35
DL018,Delhi,2019-05-18,Active,36.33,87.58,27.98,0.82,11.64,53.5
DL018,Delhi,2019-05-19,Active,67.43,151.23,48.82,1.1,17.72,72.11
DL018,Delhi,2019-05-20,Active,80.47,195.71,85.13,1.56,19.99,56.84
DL018,Delhi,2019-05-21,Active,71.55,175.85,50.89,1.07,19.74,60.19
DL018,Delhi,2019-05-22,Active,64.3,180.79,100.23,1.46,13.75,25.07
DL018,Delhi,2019-05-23,Active,83.74,202.95,92.58,1.63,20.04,49.63
DL018,Delhi,2019-05-24,Active,35.83,108.94,49.49,1.13,11.33,29.93
DL018,Delhi,2019-05-25,Active,34.77,100.7,25.82,0.8,14.43,63.89
DL018,Delhi,2019-05-26,Active,43.84,116.3,36.62,0.93,19.32,76.43
DL018,Delhi,2019-05-27,Active,49.15,143.41,84.88,1.31,18.49,59.95
DL018,Delhi,2019-05-28,Active,53.09,165.89,88.31,1.35,20.79,63.39
DL018,Delhi,2019-05-29,Active,55.22,165.53,95.5,1.53,23.52,64.46
DL018,Delhi,2019-05-30,Active,64.43,192.97,147.02,2.05,19.79,48.27
DL018,Delhi,2019-05-31,Active,94.21,325.4,91.7,1.75,21.28,51.09
DL018,Delhi,2019-06-01,Active,85.56,259.94,105.5,1.91,21.69,50.9
DL018,Delhi,2019-06-02,Active,65.8,210.68,19.77,1.1,16.95,68.73
DL018,Delhi,2019-06-03,Active,61.73,283.29,15.68,0.95,10.94,62.36
DL018,Delhi,2019-06-04,Active,45.71,152.92,24.2,1.04,15.63,77.5
DL018,Delhi,2019-06-05,Active,64.41,184.27,45.69,1.36,18.06,57.26
DL018,Delhi,2019-06-06,Active,72.96,221.6,50.33,1.2,19.33,54.5
DL018,Delhi,2019-06-07,Active,52.41,142.42,25.93,0.97,20.54,80.53
DL018,Delhi,2019-06-08,Active,70.53,185.8,90.49,1.76,16.39,67.73
DL018,Delhi,2019-06-09,Active,107.58,291.67,177.29,2.94,25.22,54.0
DL018,Delhi,2019-06-10,Active,70.9,227.93,135.12,2.45,15.2,49.13
DL018,Delhi,2019-06-11,Active,133.89,388.57,111.49,1.65,11.23,34.67
DL018,Delhi,2019-06-12,Active,47.51,231.41,21.29,0.91,11.9,71.44
DL018,Delhi,2019-06-13,Active,51.35,180.94,30.46,0.99,11.5,56.16
DL018,Delhi,2019-06-14,Active,50.38,156.14,39.62,1.25,10.55,68.35
DL018,Delhi,2019-06-15,Active,83.43,245.58,49.94,1.39,15.59,59.57
DL018,Delhi,2019-06-16,Active,44.11,140.2,12.68,0.62,9.56,53.15
DL018,Delhi,2019-06-17,Active,42.53,120.51,23.62,0.76,10.63,40.71
DL018,Delhi,2019-06-18,Active,26.33,69.67,36.42,0.9,7.52,58.29
DL018,Delhi,2019-06-19,Active,87.88,223.72,47.3,1.17,11.63,45.66
DL018,Delhi,2019-06-20,Active,36.77,121.18,22.85,0.85,10.69,74.81
DL018,Delhi,2019-06-21,Active,62.83,175.09,56.0,1.31,12.96,59.32
DL018,Delhi,2019-06-22,Active,57.04,156.73,55.86,1.15,15.67,75.44
DL018,Delhi,2019-06-23,Active,31.41,98.6,12.77,0.82,9.79,61.32
DL018,Delhi,2019-06-24,Active,19.88,70.27,15.77,0.83,10.84,31.54
DL018,Delhi,2019-06-25,Active,39.41,103.99,27.28,1.1,11.24,65.82
DL018,Delhi,2019-06-26,Active,52.9,126.53,45.51,1.17,11.63,52.6
DL018,Delhi,2019-06-27,Active,59.12,192.74,54.15,1.25,13.31,51.03
DL018,Delhi,2019-06-28,Active,52.59,199.28,50.98,1.09,11.85,39.83
DL018,Delhi,2019-06-29,Active,51.32,234.82,51.17,1.06,10.56,36.8
DL018,Delhi,2019-06-30,Active,67.58,262.48,68.83,1.35,10.64,42.83
DL018,Delhi,2019-07-01,Active,58.54,174.71,34.48,0.95,11.28,65.22
DL018,Delhi,2019-07-02,Active,74.11,223.1,21.09,0.96,11.4,70.13
DL018,Delhi,2019-07-03,Active,25.1,75.74,19.15,1.21,8.96,23.96
DL018,Delhi,2019-07-04,Active,30.58,82.69,28.23,1.17,9.41,15.99
DL018,Delhi,2019-07-05,Active,43.89,82.94,38.51,1.32,10.91,12.35
DL018,Delhi,2019-07-06,Active,28.31,58.08,28.36,0.99,10.76,29.23
DL018,Delhi,2019-07-07,Active,31.19,70.71,32.62,1.16,11.71,35.87
DL018,Delhi,2019-07-08,Active,41.92,123.03,35.55,1.19,11.65,35.73
DL018,Delhi,2019-07-09,Active,36.46,101.48,24.6,0.93,10.71,17.38
DL018,Delhi,2019-07-10,Active,57.79,249.01,31.02,1.08,11.78,17.91
DL018,Delhi,2019-07-11,Active,68.35,401.71,34.7,1.09,10.32,18.89
DL018,Delhi,2019-07-12,Active,66.86,350.57,22.82,1.83,9.75,6.28
DL018,Delhi,2019-07-13,Active,54.94,293.91,18.85,0.83,10.83,12.19
DL018,Delhi,2019-07-14,Active,54.57,292.38,18.1,0.78,11.1,9.11
DL018,Delhi,2019-07-15,Active,33.95,133.86,28.63,1.0,11.76,9.31
DL018,Delhi,2019-07-16,Active,29.84,90.77,25.84,0.99,9.25,13.66
DL018,Delhi,2019-07-17,Active,32.1,71.47,27.98,1.14,11.02,21.02
DL018,Delhi,2019-07-18,Active,30.3,69.14,40.32,1.23,9.6,15.65
DL018,Delhi,2019-07-19,Active,54.78,146.86,65.56,1.59,10.08,21.31
DL018,Delhi,2019-07-20,Active,40.22,102.51,34.84,1.18,9.96,22.03
DL018,Delhi,2019-07-21,Active,41.28,96.09,49.21,1.44,8.9,22.29
DL018,Delhi,2019-07-22,Active,50.55,115.12,65.56,1.79,9.34,17.25
DL018,Delhi,2019-07-23,Active,69.84,182.91,72.6,1.87,9.44,29.94
DL018,Delhi,2019-07-24,Active,60.68,164.65,77.06,1.96,9.46,16.52
DL018,Delhi,2019-07-25,Active,19.22,53.4,28.89,1.11,9.16,11.52
DL018,Delhi,2019-07-26,Active,28.5,54.69,25.37,1.0,9.05,20.42
DL018,Delhi,2019-07-27,Active,22.81,43.21,27.38,1.05,9.09,16.82
DL018,Delhi,2019-07-28,Active,17.46,37.93,14.15,0.78,8.79,8.36
DL018,Delhi,2019-07-29,Active,15.86,51.43,15.48,0.8,8.36,10.21
DL018,Delhi,2019-07-30,Active,23.3,70.73,21.73,0.95,10.58,15.03
DL018,Delhi,2019-07-31,Active,22.02,59.75,16.71,0.87,9.89,15.48
DL018,Delhi,2019-08-01,Active,28.18,75.11,24.34,0.94,9.33,18.27
DL018,Delhi,2019-08-02,Active,30.14,74.66,26.71,1.07,8.56,25.64
DL018,Delhi,2019-08-03,Active,32.11,76.27,31.73,1.14,10.77,19.18
DL018,Delhi,2019-08-04,Active,44.82,89.52,33.94,1.19,10.69,14.78
DL018,Delhi,2019-08-05,Active,49.24,97.05,35.57,1.27,9.57,11.44
DL018,Delhi,2019-08-06,Active,28.74,56.53,41.17,1.28,8.83,10.38
DL018,Delhi,2019-08-07,Active,31.41,76.68,52.34,1.41,12.09,28.82
DL018,Delhi,2019-08-08,Active,22.4,73.22,28.31,1.76,10.64,9.67
DL018,Delhi,2019-08-09,Active,10.55,53.86,15.18,0.89,12.57,13.24
DL018,Delhi,2019-08-10,Active,12.7,30.45,13.45,0.74,8.95,15.44
DL018,Delhi,2019-08-11,Active,20.51,57.43,20.88,0.84,8.58,11.03
DL018,Delhi,2019-08-12,Active,15.9,39.91,25.69,0.92,8.72,10.02
DL018,Delhi,2019-08-13,Active,17.64,49.35,31.09,1.07,8.21,9.81
DL018,Delhi,2019-08-14,Active,30.76,54.78,39.7,1.29,8.18,13.26
DL018,Delhi,2019-08-15,Active,25.44,54.07,32.48,1.08,8.12,9.72
DL018,Delhi,2019-08-16,Active,14.02,31.96,14.31,0.76,10.22,10.98
DL018,Delhi,2019-08-17,Active,6.62,13.16,11.69,0.72,8.25,9.93
DL018,Delhi,2019-08-18,Active,12.66,30.96,27.38,1.0,7.94,11.22
DL018,Delhi,2019-08-19,Active,37.49,85.23,48.91,1.46,8.01,15.59
DL018,Delhi,2019-08-20,Active,40.69,90.24,51.45,1.41,8.68,14.05
DL018,Delhi,2019-08-21,Active,39.62,122.11,33.18,1.18,7.92,13.83
DL018,Delhi,2019-08-22,Active,39.85,132.73,56.4,1.22,8.91,11.92
DL018,Delhi,2019-08-23,Active,47.21,146.98,87.19,2.59,8.98,12.32
DL018,Delhi,2019-08-24,Active,60.6,155.85,111.48,2.23,8.55,11.13
DL018,Delhi,2019-08-25,Active,27.59,55.85,28.04,1.06,8.25,10.32
DL018,Delhi,2019-08-26,Active,20.07,58.74,33.48,1.06,8.45,10.06
DL018,Delhi,2019-08-27,Active,31.89,94.27,51.59,1.44,8.84,12.76
DL018,Delhi,2019-08-28,Active,34.98,96.57,46.86,1.23,9.85,13.19
DL018,Delhi,2019-08-29,Active,29.46,80.19,25.6,0.92,7.76,12.31
DL018,Delhi,2019-08-30,Active,31.28,86.27,30.2,1.05,8.49,11.21
DL018,Delhi,2019-08-31,Active,45.47,130.88,50.39,1.56,8.5,16.38
DL018,Delhi,2019-09-01,Active,26.47,70.22,29.76,1.08,9.01,24.86
DL018,Delhi,2019-09-02,Active,43.78,105.8,32.82,1.19,8.48,12.93
DL018,Delhi,2019-09-03,Active,61.4,143.06,46.6,1.46,7.61,14.75
DL018,Delhi,2019-09-04,Active,69.24,142.71,33.0,1.26,4.85,18.47
DL018,Delhi,2019-09-05,Active,29.16,75.36,27.93,1.11,5.24,14.42
DL018,Delhi,2019-09-06,Active,29.62,74.64,26.97,1.08,5.8,13.85
DL018,Delhi,2019-09-07,Active,28.25,69.46,28.49,1.13,6.02,15.3
DL018,Delhi,2019-09-08,Active,29.16,74.53,26.24,1.04,7.43,23.58
DL018,Delhi,2019-09-09,Active,51.76,125.99,51.02,1.48,5.55,16.34
DL018,Delhi,2019-09-10,Active,60.5,144.24,57.16,1.57,7.27,16.28
DL018,Delhi,2019-09-11,Active,70.7,167.9,55.78,1.53,7.02,17.17
DL018,Delhi,2019-09-12,Active,52.51,116.84,29.29,1.1,7.04,12.62
DL018,Delhi,2019-09-13,Active,27.21,67.02,23.14,0.96,6.73,15.06
DL018,Delhi,2019-09-14,Active,23.65,58.93,17.92,0.78,8.63,22.89
DL018,Delhi,2019-09-15,Active,34.36,71.79,29.13,1.03,8.78,22.47
DL018,Delhi,2019-09-16,Active,50.38,118.31,50.5,1.34,7.33,17.51
DL018,Delhi,2019-09-17,Active,52.93,134.06,40.79,1.23,7.1,13.11
DL018,Delhi,2019-09-18,Active,32.09,81.4,21.07,0.87,8.61,13.59
DL018,Delhi,2019-09-19,Active,18.5,47.45,14.01,0.8,6.28,12.21
DL018,Delhi,2019-09-20,Active,29.42,76.61,33.52,1.03,7.01,12.39
DL018,Delhi,2019-09-21,Active,32.54,82.83,35.81,1.13,9.11,11.97
DL018,Delhi,2019-09-22,Active,21.25,58.42,35.54,0.93,7.53,11.16
DL018,Delhi,2019-09-23,Active,28.6,72.85,27.1,0.97,9.02,12.83
DL018,Delhi,2019-09-24,Active,33.65,91.71,36.32,1.06,8.89,20.16
DL018,Delhi,2019-09-25,Active,29.42,87.45,35.99,1.0,8.04,14.19
DL018,Delhi,2019-09-26,Active,16.38,48.45,20.39,0.83,7.52,9.97
DL018,Delhi,2019-09-27,Active,11.2,45.65,18.66,0.75,11.38,8.71
DL018,Delhi,2019-09-28,Active,17.05,55.41,23.05,0.82,10.65,7.72
DL018,Delhi,2019-09-29,Active,14.07,38.49,16.1,0.75,7.68,7.85
DL018,Delhi,2019-09-30,Active,26.92,70.83,26.85,0.98,6.93,8.41
DL018,Delhi,2019-10-01,Active,28.41,72.11,26.75,0.98,6.71,8.64
DL018,Delhi,2019-10-02,Active,32.43,82.03,41.0,1.07,8.8,10.91
DL018,Delhi,2019-10-03,Active,53.65,130.93,90.83,2.38,9.93,32.14
DL018,Delhi,2019-10-04,Active,41.94,89.78,36.92,1.37,8.3,14.09
DL018,Delhi,2019-10-05,Active,35.75,95.04,50.22,1.19,7.79,13.04
DL018,Delhi,2019-10-06,Active,52.16,131.81,42.96,1.22,8.55,14.12
DL018,Delhi,2019-10-07,Active,50.86,128.07,23.2,1.08,8.06,13.89
DL018,Delhi,2019-10-08,Active,37.27,109.15,52.17,1.08,9.28,12.69
DL018,Delhi,2019-10-09,Active,72.77,180.81,136.3,2.17,10.44,17.08
DL018,Delhi,2019-10-10,Active,80.5,189.55,108.48,2.09,11.09,23.88
DL018,Delhi,2019-10-11,Active,93.75,200.28,112.29,1.97,11.71,16.77
DL018,Delhi,2019-10-12,Active,93.2,214.24,141.98,2.22,14.44,16.64
DL018,Delhi,2019-10-13,Active,119.14,268.47,142.02,2.33,13.92,16.53
DL018,Delhi,2019-10-14,Active,99.88,214.7,133.03,2.36,13.6,17.03
DL018,Delhi,2019-10-15,Active,117.49,267.66,214.08,3.19,14.66,26.1
DL018,Delhi,2019-10-16,Active,130.04,268.21,154.08,2.99,12.91,27.74
DL018,Delhi,2019-10-17,Active,101.17,214.64,75.08,1.74,12.52,6.05
DL018,Delhi,2019-10-18,Active,82.36,191.18,54.51,1.31,11.59,4.81
DL018,Delhi,2019-10-19,Active,73.46,171.8,106.75,1.7,14.91,6.4
DL018,Delhi,2019-10-20,Active,95.22,188.6,108.62,1.75,14.0,3.99
DL018,Delhi,2019-10-21,Active,106.38,208.02,102.27,1.73,13.82,7.8
DL018,Delhi,2019-10-22,Active,84.78,193.02,105.01,1.67,12.84,6.36
DL018,Delhi,2019-10-23,Active,104.78,251.71,99.93,1.75,17.3,11.2
DL018,Delhi,2019-10-24,Active,152.03,324.81,225.93,3.22,18.37,58.14
DL018,Delhi,2019-10-25,Active,123.71,280.21,133.54,2.07,15.67,23.52
DL018,Delhi,2019-10-26,Active,132.68,270.43,206.87,2.87,12.86,17.14
DL018,Delhi,2019-10-27,Active,153.97,268.32,112.33,2.18,12.67,10.07
DL018,Delhi,2019-10-28,Active,262.94,403.07,104.94,2.05,19.99,11.18
DL018,Delhi,2019-10-29,Active,269.49,438.36,184.81,2.98,14.0,13.45
DL018,Delhi,2019-10-30,Active,258.88,433.76,219.17,3.01,14.23,13.45
DL018,Delhi,2019-10-31,Active,286.04,497.11,232.23,3.19,14.7,12.85
DL018,Delhi,2019-11-01,Active,371.17,577.62,171.14,3.72,14.14,15.94
DL018,Delhi,2019-11-02,Active,279.45,439.09,92.03,2.45,13.82,13.94
DL018,Delhi,2019-11-03,Active,554.74,607.11,79.58,3.07,10.47,15.12
DL018,Delhi,2019-11-04,Active,131.58,351.62,80.64,1.94,14.04,12.6
DL018,Delhi,2019-11-05,Active,198.65,308.91,91.51,1.92,14.02,9.03
DL018,Delhi,2019-11-06,Active,87.75,197.3,146.37,2.0,10.85,6.0
DL018,Delhi,2019-11-07,Active,195.32,331.74,94.56,1.9,13.38,10.19
DL018,Delhi,2019-11-08,Active,143.15,261.07,158.99,2.43,16.85,11.22
DL018,Delhi,2019-11-09,Active,127.41,230.03,93.48,1.65,13.92,6.87
DL018,Delhi,2019-11-10,Active,158.0,314.18,110.78,1.83,16.96,4.54
DL018,Delhi,2019-11-11,Active,191.83,364.86,176.28,2.75,16.09,4.62
DL018,Delhi,2019-11-12,Active,307.27,479.97,214.63,3.12,16.12,6.2
DL018,Delhi,2019-11-13,Active,358.75,545.57,225.27,3.41,16.34,8.63
DL018,Delhi,2019-11-14,Active,384.03,571.48,253.95,3.96,16.1,20.36
DL018,Delhi,2019-11-15,Active,390.78,558.95,134.13,3.05,21.9,11.12
DL018,Delhi,2019-11-16,Active,164.33,290.34,55.79,1.54,16.09,6.08
DL018,Delhi,2019-11-17,Active,88.0,164.34,29.74,0.91,12.7,3.04
DL018,Delhi,2019-11-18,Active,101.0,185.3,86.21,1.47,12.24,5.29
DL018,Delhi,2019-11-19,Active,105.26,222.36,152.76,2.22,12.56,5.19
DL018,Delhi,2019-11-20,Active,120.93,267.17,180.26,2.53,13.98,6.55
DL018,Delhi,2019-11-21,Active,162.38,344.74,240.72,2.76,17.32,35.02
DL018,Delhi,2019-11-22,Active,152.83,310.33,211.04,2.94,16.15,9.94
DL018,Delhi,2019-11-23,Active,126.89,241.36,101.99,1.56,11.79,10.98
DL018,Delhi,2019-11-24,Active,98.04,199.22,61.28,1.25,13.25,11.23
DL018,Delhi,2019-11-25,Active,121.28,245.22,132.49,1.82,14.66,14.98
DL018,Delhi,2019-11-26,Active,104.48,242.75,129.58,1.93,17.92,19.31
DL018,Delhi,2019-11-27,Active,62.81,134.24,64.09,1.13,15.31,15.43
DL018,Delhi,2019-11-28,Active,27.16,59.41,33.54,0.77,13.38,14.64
DL018,Delhi,2019-11-29,Active,49.64,108.02,91.49,1.36,14.07,12.16
DL018,Delhi,2019-11-30,Active,92.69,168.01,95.36,1.5,10.55,12.39
DL018,Delhi,2019-12-01,Active,99.29,195.26,129.11,1.58,12.06,9.27
DL018,Delhi,2019-12-02,Active,108.98,231.15,165.63,1.98,12.58,8.74
DL018,Delhi,2019-12-03,Active,106.44,239.68,172.86,1.92,12.9,8.23
DL018,Delhi,2019-12-04,Active,128.44,276.49,147.81,1.86,15.04,10.73
DL018,Delhi,2019-12-05,Active,204.93,393.83,286.43,3.53,15.85,12.74
DL018,Delhi,2019-12-06,Active,196.72,356.6,212.37,2.96,16.06,13.04
DL018,Delhi,2019-12-07,Active,206.05,350.54,197.82,2.66,16.68,19.03
DL018,Delhi,2019-12-08,Active,185.74,339.75,87.69,2.86,13.93,13.9
DL018,Delhi,2019-12-09,Active,147.6,288.89,144.71,3.11,12.62,11.78
DL018,Delhi,2019-12-10,Active,169.99,351.53,225.62,2.98,13.38,13.2
DL018,Delhi,2019-12-11,Active,196.1,408.54,128.09,2.79,16.3,12.88
DL018,Delhi,2019-12-12,Active,208.88,423.44,119.16,2.21,12.59,24.06
DL018,Delhi,2019-12-13,Active,74.61,126.86,33.81,0.94,10.55,14.51
DL018,Delhi,2019-12-14,Active,63.48,143.51,98.87,1.16,12.92,14.9
DL018,Delhi,2019-12-15,Active,74.17,158.1,71.48,0.93,11.42,12.4
DL018,Delhi,2019-12-16,Active,65.17,139.71,30.2,0.61,9.62,11.01
DL018,Delhi,2019-12-17,Active,27.97,137.36,55.06,0.8,10.36,12.09
DL018,Delhi,2019-12-18,Active,51.89,225.0,90.47,1.38,11.75,14.42
DL018,Delhi,2019-12-19,Active,75.33,402.19,132.78,2.13,12.31,20.89
DL018,Delhi,2019-12-20,Active,208.95,486.17,115.84,2.13,11.28,16.06
DL018,Delhi,2019-12-21,Active,267.44,387.23,91.91,1.94,9.75,14.41
DL018,Delhi,2019-12-22,Active,151.72,214.09,37.5,0.93,8.68,11.77
DL018,Delhi,2019-12-23,Active,189.4,261.94,63.13,1.34,9.96,12.55
DL018,Delhi,2019-12-24,Active,281.09,433.74,112.66,1.76,10.35,23.01
DL018,Delhi,2019-12-25,Active,177.43,275.38,53.75,0.98,8.77,12.25
DL018,Delhi,2019-12-26,Active,202.81,308.5,43.69,0.97,9.48,13.18
DL018,Delhi,2019-12-27,Active,247.55,385.58,70.21,1.2,9.77,11.65
DL018,Delhi,2019-12-28,Active,299.35,469.65,177.65,2.27,11.64,17.2
DL018,Delhi,2019-12-29,Active,360.93,564.47,121.67,1.83,9.44,46.11
DL018,Delhi,2019-12-30,Active,359.78,534.33,130.94,2.24,7.33,15.86
DL018,Delhi,2019-12-31,Active,206.79,301.72,60.88,1.36,9.8,13.11
DL018,Delhi,2020-01-01,Active,365.12,495.77,249.21,3.63,15.01,30.1
DL018,Delhi,2020-01-02,Active,354.51,483.84,240.11,2.59,19.44,36.95
DL018,Delhi,2020-01-03,Active,216.45,308.54,261.26,2.41,15.99,24.57
DL018,Delhi,2020-01-04,Active,168.73,291.42,206.31,2.63,13.75,12.03
DL018,Delhi,2020-01-05,Active,160.96,232.0,62.77,0.97,13.02,10.54
DL018,Delhi,2020-01-06,Active,155.4,234.11,96.5,1.21,15.06,14.15
DL018,Delhi,2020-01-07,Active,127.69,188.28,63.75,1.0,17.77,23.4
DL018,Delhi,2020-01-08,Active,124.98,159.25,63.88,1.09,9.75,14.74
DL018,Delhi,2020-01-09,Active,94.19,136.2,35.21,0.6,9.5,9.01
DL018,Delhi,2020-01-10,Active,138.12,213.39,75.07,1.16,11.22,11.32
DL018,Delhi,2020-01-11,Active,146.16,235.74,131.73,1.91,13.06,11.48
DL018,Delhi,2020-01-12,Active,207.82,321.67,211.3,2.49,13.59,13.8
DL018,Delhi,2020-01-13,Active,243.92,355.68,148.64,3.6,11.19,14.95
DL018,Delhi,2020-01-14,Active,132.53,183.11,45.05,0.0,9.91,11.88
DL018,Delhi,2020-01-15,Active,110.18,173.7,64.13,0.0,11.83,12.34
DL018,Delhi,2020-01-16,Active,137.4,195.74,56.49,0.0,12.31,11.1
DL018,Delhi,2020-01-17,Active,98.19,150.62,62.53,0.0,10.11,11.48
DL018,Delhi,2020-01-19,Active,134.7,193.2,41.0,0.0,9.03,10.66
DL018,Delhi,2020-01-20,Active,149.18,234.71,52.09,1.16,9.93,11.86
DL018,Delhi,2020-01-21,Active,201.9,323.24,118.03,1.17,11.59,14.23
DL018,Delhi,2020-01-22,Active,225.89,348.95,149.58,1.6,10.6,15.45
DL018,Delhi,2020-01-23,Active,68.68,117.6,25.75,0.45,11.84,13.22
DL018,Delhi,2020-01-24,Active,75.29,136.59,55.66,0.78,13.92,13.0
DL018,Delhi,2020-01-25,Active,124.25,204.7,155.55,1.43,16.41,12.72
DL018,Delhi,2020-01-26,Active,184.2,279.85,223.9,2.09,15.99,15.16
DL018,Delhi,2020-01-27,Active,218.29,340.59,239.88,2.21,18.56,13.74
DL018,Delhi,2020-01-28,Active,106.35,148.97,40.8,0.97,14.84,15.4
DL018,Delhi,2020-01-29,Active,74.65,128.28,71.92,1.13,13.66,14.27
DL018,Delhi,2020-01-30,Active,83.45,146.26,56.15,0.89,14.9,15.56
DL018,Delhi,2020-01-31,Active,83.12,148.56,73.39,1.16,13.75,14.14
DL018,Delhi,2020-02-01,Active,93.66,164.45,92.64,1.2,14.14,17.22
DL018,Delhi,2020-02-02,Active,114.8,186.03,82.12,1.29,14.59,16.51
DL018,Delhi,2020-02-03,Active,131.39,228.06,102.18,1.37,15.93,17.24
DL018,Delhi,2020-02-04,Active,186.82,331.67,210.86,2.78,19.2,22.32
DL018,Delhi,2020-02-05,Active,136.65,218.07,82.67,1.09,16.45,17.08
DL018,Delhi,2020-02-06,Active,106.9,175.86,76.31,1.22,14.05,17.62
DL018,Delhi,2020-02-07,Active,148.21,234.65,165.55,1.84,18.78,26.97
DL018,Delhi,2020-02-08,Active,142.28,214.94,68.79,1.12,17.09,18.99
DL018,Delhi,2020-02-09,Active,138.04,226.04,99.82,1.42,17.63,19.93
DL018,Delhi,2020-02-10,Active,161.67,267.9,177.7,2.03,17.41,20.88
DL018,Delhi,2020-02-11,Active,160.07,270.65,253.83,2.56,17.47,23.47
DL018,Delhi,2020-02-12,Active,168.03,276.31,100.7,1.36,18.95,22.38
DL018,Delhi,2020-02-13,Active,85.78,157.76,26.72,0.78,18.36,21.93
DL018,Delhi,2020-02-14,Active,60.98,134.05,23.15,0.58,14.61,26.41
DL018,Delhi,2020-02-15,Active,73.12,170.95,58.19,0.85,19.82,25.72
DL018,Delhi,2020-02-16,Active,109.14,210.62,126.72,1.46,19.98,17.04
DL018,Delhi,2020-02-17,Active,149.64,264.21,163.65,1.63,20.83,11.88
DL018,Delhi,2020-02-18,Active,124.79,233.59,107.97,1.32,26.83,18.46
DL018,Delhi,2020-02-19,Active,124.9,241.78,184.52,2.1,20.29,15.15
DL018,Delhi,2020-02-20,Active,103.49,202.71,34.89,0.75,17.9,18.81
DL018,Delhi,2020-02-21,Active,52.67,91.96,29.61,0.62,18.02,20.53
DL018,Delhi,2020-02-22,Active,57.81,119.68,88.0,1.16,21.06,19.44
DL018,Delhi,2020-02-23,Active,84.41,152.78,95.14,1.06,19.61,20.38
DL018,Delhi,2020-02-24,Active,56.64,117.97,66.75,0.88,20.6,15.28
DL018,Delhi,2020-02-25,Active,121.06,209.17,75.27,1.21,23.96,17.27
DL018,Delhi,2020-02-26,Active,122.21,221.24,135.85,1.59,18.76,20.92
DL018,Delhi,2020-02-27,Active,95.44,178.14,64.67,1.02,16.38,17.58
DL018,Delhi,2020-02-28,Active,78.33,146.59,27.08,0.71,15.78,19.53
DL018,Delhi,2020-02-29,Active,60.92,106.23,34.96,0.71,11.58,10.54
DL018,Delhi,2020-03-01,Active,39.7,100.75,70.76,1.06,16.66,21.11
DL018,Delhi,2020-03-02,Active,94.21,199.09,183.25,2.09,17.68,26.17
DL018,Delhi,2020-03-03,Active,70.85,151.41,130.19,1.34,16.89,17.11
DL018,Delhi,2020-03-04,Active,77.83,174.32,110.05,1.28,19.31,34.21
DL018,Delhi,2020-03-05,Active,30.28,64.46,26.08,0.45,19.06,19.39
DL018,Delhi,2020-03-06,Active,17.81,33.15,23.72,0.37,16.27,12.65
DL018,Delhi,2020-03-07,Active,39.55,85.33,39.02,0.65,17.46,13.0
DL018,Delhi,2020-03-08,Active,54.93,111.5,81.04,0.87,17.78,13.03
DL018,Delhi,2020-03-09,Active,46.01,105.81,32.85,0.49,21.0,11.87
DL018,Delhi,2020-03-10,Active,84.38,157.18,46.08,0.83,24.13,17.62
DL018,Delhi,2020-03-11,Active,53.26,102.86,27.8,0.63,19.84,32.41
DL018,Delhi,2020-03-12,Active,52.83,149.03,42.97,0.75,17.52,14.41
DL018,Delhi,2020-03-13,Active,52.15,176.75,65.56,0.63,17.56,10.01
DL018,Delhi,2020-03-14,Active,33.18,69.82,32.74,0.54,16.33,10.77
DL018,Delhi,2020-03-15,Active,51.78,110.92,50.77,0.61,17.72,17.52
DL018,Delhi,2020-03-16,Active,47.5,117.22,47.74,0.7,17.54,13.77
DL018,Delhi,2020-03-17,Active,55.09,130.04,65.39,0.89,17.69,14.76
DL018,Delhi,2020-03-18,Active,49.8,121.28,71.69,0.9,19.7,19.54
DL018,Delhi,2020-03-19,Active,78.6,155.2,78.5,1.08,25.18,20.88
DL018,Delhi,2020-03-20,Active,85.92,179.82,74.52,1.21,29.78,26.44
DL018,Delhi,2020-03-21,Active,68.92,147.67,81.19,0.98,25.52,19.4
